id_veiculo,linha,latitude,longitude,timestamp_gps,velocidade,sentido,vista,placa,direcao,ignicao,hodometro,capacidade_pe,capacidade_sentado,id_migracao_trajeto,timestamp_captura
902239,18,-23.009289,-43.446441,2025-10-28 10:18:40-03:00,50.6,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],,74,1,67915.5,0,0,3626,2025-10-28 10:19:06.530894
902335,60,-22.853756,-43.384804,2025-10-28 10:18:55-03:00,23.7,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],,105,1,32462.4,0,0,9306,2025-10-28 10:19:06.530894
902338,60,-22.820666,-43.324202,2025-10-28 09:54:27-03:00,0.0,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],,117,0,27079.6,0,0,9306,2025-10-28 10:19:06.530894
902298,10,-22.972312,-43.401392,2025-10-28 10:18:40-03:00,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],,219,1,116204.8,0,0,106,2025-10-28 10:19:06.530894
902402,61,-22.820178,-43.324849,2025-10-28 09:55:13-03:00,0.0,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],,304,0,5949.6,0,0,12046,2025-10-28 10:19:06.530894
902431,90,-22.839862,-43.2397,2025-10-28 10:18:38-03:00,0.0,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],,144,1,85629.4,0,0,9432,2025-10-28 10:19:06.530894
902299,22,-22.972054,-43.401488,2025-10-28 10:14:18-03:00,0.0,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],, ,0,122322.9,0,0,8970,2025-10-28 10:19:06.530894
902321,90,-22.898405,-43.211831,2025-10-28 10:18:38-03:00,0.0,volta,90 - TIG x FUNDÃO (PARADOR) [VOLTA],,188,1,25310.1,0,0,9433,2025-10-28 10:19:06.530894
902300,60,-22.818645,-43.309145,2025-10-28 10:18:37-03:00,0.0,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],,236,1,49006.3,0,0,9307,2025-10-28 10:19:06.530894
902327,60,-22.82778,-43.342063,2025-10-28 10:18:48-03:00,54.5,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],,68,1,27286.0,0,0,9306,2025-10-28 10:19:06.530894
902326,71,-22.82046,-43.324173,2025-10-28 10:18:31-03:00,0.0,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],,298,1,52921.2,0,0,12057,2025-10-28 10:19:06.530894
902262,10,-22.972182,-43.401382,2025-10-28 10:18:36-03:00,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],,219,1,53836.6,0,0,106,2025-10-28 10:19:06.530894
902308,60,-22.899143,-43.210975,2025-10-28 09:51:39-03:00,0.0,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],,109,0,28674.3,0,0,9307,2025-10-28 10:19:06.530894
902337,60,-22.898529,-43.211607,2025-10-28 09:52:13-03:00,0.0,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],,143,1,137282.6,0,0,9307,2025-10-28 10:19:06.530894
902305,60,-22.854018,-43.384253,2025-10-28 10:18:36-03:00,0.0,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],,112,1,39556.1,0,0,9306,2025-10-28 10:19:06.530894
902449,46,-22.974538,-43.363962,2025-10-28 10:18:36-03:00,27.7,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],,204,1,57866.6,0,0,144,2025-10-28 10:19:06.530894
902303,60,-22.832623,-43.266032,2025-10-28 10:18:43-03:00,56.6,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],,300,1,30199.3,0,0,9307,2025-10-28 10:19:06.530894
902315,60,-22.839889,-43.368987,2025-10-28 10:18:34-03:00,56.5,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],,237,1,28772.5,0,0,9307,2025-10-28 10:19:06.530894
902304,80,-22.89972,-43.212019,2025-10-28 10:18:30-03:00,0.0,ida,80 - PENHA X TIG (PARADOR) [IDA],,153,1,31906.8,0,0,8935,2025-10-28 10:19:06.530894
902306,90,-22.899195,-43.210858,2025-10-28 10:18:30-03:00,0.0,volta,90 - TIG x FUNDÃO (PARADOR) [VOLTA],,136,1,32132.6,0,0,9433,2025-10-28 10:19:06.530894
902307,60,-22.898464,-43.211728,2025-10-28 10:01:23-03:00,0.0,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],,133,0,32777.0,0,0,9307,2025-10-28 10:19:06.530894
902364,80,-22.842088,-43.277267,2025-10-28 10:18:50-03:00,0.0,ida,80 - PENHA X TIG (PARADOR) [IDA],,76,1,29977.5,0,0,8935,2025-10-28 10:19:06.530894
902414,60,-22.820483,-43.324285,2025-10-28 10:08:40-03:00,0.0,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],,298,0,56667.1,0,0,9306,2025-10-28 10:19:06.530894
902312,60,-22.89858,-43.210665,2025-10-28 10:18:45-03:00,0.0,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],,7,1,52865.4,0,0,9307,2025-10-28 10:19:06.530894
902362,71,-22.820575,-43.324071,2025-10-28 10:13:03-03:00,0.0,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],,296,0,32555.0,0,0,12057,2025-10-28 10:19:06.530894
Etios KYO8080,0,-22.899487,-43.210334,2025-10-28 10:18:46-03:00,0.0,,,KYO8080, ,0,65553.899,0,0,,2025-10-28 10:19:06.530894
902127,11,-22.91965,-43.646098,2025-10-04 02:00:05-03:00,0.0,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],, ,0,26013.4,0,0,104,2025-10-28 10:19:06.530894
902454,31,-23.002197,-43.366604,2025-10-28 10:17:17-03:00,0.0,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],,223,0,3093.4,0,0,3062,2025-10-28 10:19:06.530894
902439,80,-22.873904,-43.244147,2025-10-28 10:18:43-03:00,40.5,ida,80 - PENHA X TIG (PARADOR) [IDA],,144,1,117533.7,0,0,8935,2025-10-28 10:19:06.530894
901100,28,-22.980075,-43.691902,2025-10-28 10:18:52-03:00,10.6,ida,28 - PINGO D'ÁGUA X CURRAL FALSO [IDA],,271,1,66209.0,0,0,12776,2025-10-28 10:19:06.530894
902445,31,-23.002107,-43.365519,2025-10-28 09:48:22-03:00,0.0,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],, ,0,120785.5,0,0,3062,2025-10-28 10:19:06.530894
902353,90,-22.8399,-43.240097,2025-10-28 09:54:12-03:00,0.0,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],,15,0,64017.8,0,0,9432,2025-10-28 10:19:06.530894
902316,60,-22.898361,-43.211706,2025-10-28 10:18:42-03:00,15.3,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],,132,1,30820.0,0,0,9307,2025-10-28 10:19:06.530894
902145,10,-22.920243,-43.607564,2025-08-21 19:16:45-03:00,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],, ,0,244172.0,0,0,,2025-10-28 10:19:06.530894
902354,71,-22.820653,-43.325184,2025-10-28 09:59:01-03:00,0.0,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],,280,0,95898.9,0,0,12057,2025-10-28 10:19:06.530894
902149,25,-22.964519,-43.391811,2025-10-28 09:37:17-03:00,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],,338,0,178539.8,0,0,8968,2025-10-28 10:19:06.530894
902317,51,-23.00852,-43.439852,2025-10-28 10:18:46-03:00,0.0,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],,72,1,54069.0,0,0,3551,2025-10-28 10:19:06.530894
902214,25,-23.000915,-43.3674,2025-10-28 10:18:57-03:00,0.0,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],,275,1,66566.0,0,0,8969,2025-10-28 10:19:06.530894
902443,80,-22.854559,-43.260435,2025-10-28 10:18:49-03:00,46.6,ida,80 - PENHA X TIG (PARADOR) [IDA],,123,1,58683.9,0,0,8935,2025-10-28 10:19:06.530894
902136,10,-22.975877,-43.612046,2025-10-28 10:18:33-03:00,58.8,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],,341,1,68789.0,0,0,106,2025-10-28 10:19:06.530894
902142,25,-23.017201,-43.477362,2025-10-28 10:18:51-03:00,48.5,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],,74,1,193594.7,0,0,8968,2025-10-28 10:19:06.530894
902143,13,-23.002495,-43.365827,2025-10-28 10:14:58-03:00,0.0,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],,218,0,70705.6,0,0,113,2025-10-28 10:19:06.530894
902301,51,-23.008606,-43.440477,2025-10-28 10:18:55-03:00,0.0,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],,51,0,28079.1,0,0,3551,2025-10-28 10:19:06.530894
902329,60,-22.849217,-43.397307,2025-10-28 10:18:40-03:00,0.0,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],,246,1,30723.8,0,0,9306,2025-10-28 10:19:06.530894
902148,10,-22.920101,-43.608254,2025-08-12 15:08:40-03:00,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],, ,0,189693.1,0,0,,2025-10-28 10:19:06.530894
902139,13,-22.964316,-43.391785,2025-10-28 09:21:35-03:00,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],,79,0,212402.2,0,0,112,2025-10-28 10:19:06.530894
902165,16,-23.002497,-43.366223,2025-10-28 10:18:55-03:00,0.0,ida,16 - MAGARÇA X ALVORADA (EXPRESSO) [IDA],,228,1,82516.4,0,0,12561,2025-10-28 10:19:06.530894
902135,10,-23.00092,-43.367693,2025-10-28 10:16:42-03:00,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],,139,0,13410.5,0,0,107,2025-10-28 10:19:06.530894
902134,15,-23.002507,-43.365878,2025-10-28 10:09:43-03:00,0.0,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],,222,0,8085.7,0,0,9305,2025-10-28 10:19:06.530894
902124,22,-23.000973,-43.36501,2025-10-28 10:18:47-03:00,6.1,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],,268,1,22518.9,0,0,8970,2025-10-28 10:19:06.530894
902138,13,-23.00401,-43.563434,2025-10-28 10:18:47-03:00,58.9,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],,285,1,181367.4,0,0,113,2025-10-28 10:19:06.530894
902161,18,-23.006621,-43.314103,2025-10-28 09:53:19-03:00,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],,100,0,52556.0,0,0,3627,2025-10-28 10:19:06.530894
902147,18,-23.003831,-43.322444,2025-10-28 10:18:28-03:00,30.2,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],,292,1,92485.1,0,0,3627,2025-10-28 10:19:06.530894
902332,0,-22.848185,-43.396489,2025-09-05 17:22:41-03:00,0.0,,,,73,0,29546.1,0,0,,2025-10-28 10:19:06.530894
902320,60,-22.849715,-43.398354,2025-10-28 10:18:53-03:00,0.0,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],,134,1,23368.3,0,0,9306,2025-10-28 10:19:06.530894
902322,60,-22.843187,-43.250857,2025-10-28 10:18:50-03:00,28.0,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],,140,1,20306.7,0,0,9306,2025-10-28 10:19:06.530894
902396,60,-22.898191,-43.211496,2025-10-28 10:18:34-03:00,0.0,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],,165,1,69461.5,0,0,9307,2025-10-28 10:19:06.530894
902350,51,-23.008705,-43.440388,2025-10-28 10:02:05-03:00,0.0,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],,30,0,72188.4,0,0,3551,2025-10-28 10:19:06.530894
902387,71,-22.820817,-43.324764,2025-10-28 10:04:13-03:00,0.0,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],,298,0,50663.9,0,0,12057,2025-10-28 10:19:06.530894
902341,71,-22.899277,-43.210656,2025-10-28 09:52:14-03:00,0.0,volta,71 - TIG X VIGÁRIO GERAL / PRAÇA DOIS (EXPRESSO) [VOLTA],,170,0,52027.1,0,0,12058,2025-10-28 10:19:06.530894
902347,60,-22.833537,-43.357632,2025-10-28 10:18:43-03:00,49.9,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],,247,1,12790.6,0,0,9307,2025-10-28 10:19:06.530894
902374,60,-22.853962,-43.38455,2025-10-28 10:18:54-03:00,0.0,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],,123,1,67893.5,0,0,9306,2025-10-28 10:19:06.530894
902363,60,-22.897646,-43.212624,2025-10-28 10:18:55-03:00,0.0,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],,115,1,70187.5,0,0,9307,2025-10-28 10:19:06.530894
902371,60,-22.898256,-43.211174,2025-10-28 10:18:39-03:00,0.0,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],,263,1,68111.3,0,0,9307,2025-10-28 10:19:06.530894
902400,60,-22.848566,-43.395852,2025-10-28 10:18:32-03:00,0.0,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],,329,1,65543.2,0,0,9307,2025-10-28 10:19:06.530894
902408,60,-22.847968,-43.396487,2025-10-28 09:57:30-03:00,0.0,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],,63,0,32136.9,0,0,9306,2025-10-28 10:19:06.530894
902360,60,-22.849187,-43.397491,2025-10-28 10:18:41-03:00,0.0,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],,107,1,65325.5,0,0,9306,2025-10-28 10:19:06.530894
902230,25,-22.919025,-43.644364,2025-10-28 10:18:57-03:00,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],, ,1,192707.7,0,0,8968,2025-10-28 10:19:06.530894
902197,12,-22.969398,-43.625859,2025-10-28 10:18:48-03:00,57.6,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],,77,1,213051.5,0,0,120,2025-10-28 10:19:06.530894
902191,11,-23.000237,-43.396951,2025-10-28 10:18:52-03:00,50.3,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],,91,1,211825.7,0,0,104,2025-10-28 10:19:06.530894
902201,18,-23.000692,-43.332958,2025-10-28 10:18:45-03:00,46.4,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],,94,1,229431.9,0,0,3626,2025-10-28 10:19:06.530894
902172,13,-23.0073,-43.549865,2025-10-28 10:18:52-03:00,59.8,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],,104,1,219811.7,0,0,112,2025-10-28 10:19:06.530894
902179,18,-23.006636,-43.312647,2025-10-28 10:18:53-03:00,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],,25,1,198676.5,0,0,3627,2025-10-28 10:19:06.530894
902182,22,-23.019338,-43.486475,2025-10-28 10:18:35-03:00,34.9,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],,240,1,38069.8,0,0,8970,2025-10-28 10:19:06.530894
902192,18,-23.0006,-43.415694,2025-10-28 10:18:55-03:00,58.8,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],,78,1,220968.5,0,0,3626,2025-10-28 10:19:06.530894
902188,25,-23.000224,-43.366937,2025-10-28 09:54:22-03:00,18.4,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],,136,1,215311.7,0,0,8968,2025-10-28 10:19:06.530894
902181,13,-23.000484,-43.383026,2025-10-28 09:45:47-03:00,48.2,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],,89,1,215614.3,0,0,112,2025-10-28 10:19:06.530894
902196,14,-22.968901,-43.617698,2025-10-28 10:18:49-03:00,49.9,volta,14 - TERMINAL RECREIO X SANTA EUGÊNIA (EXPRESSO) [VOLTA],,303,1,58594.6,0,0,10582,2025-10-28 10:19:06.530894
902169,10,-23.000158,-43.367032,2025-10-28 10:15:32-03:00,21.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],,102,1,205099.1,0,0,106,2025-10-28 10:19:06.530894
902183,22,-23.000873,-43.36767,2025-10-28 10:13:38-03:00,0.0,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],,122,0,222714.9,0,0,8970,2025-10-28 10:19:06.530894
902167,12,-22.919863,-43.643233,2025-10-28 03:21:01-03:00,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],,77,0,24252.8,0,0,120,2025-10-28 10:19:06.530894
902162,18,-23.015514,-43.471349,2025-10-28 10:18:42-03:00,10.7,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],,79,1,197170.4,0,0,3626,2025-10-28 10:19:06.530894
902483,67,-22.862927,-43.413995,2025-10-28 10:18:48-03:00,42.5,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],,248,1,70162.6,0,0,12572,2025-10-28 10:19:06.530894
902330,71,-22.820375,-43.324466,2025-10-28 10:11:43-03:00,0.0,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],,289,0,66851.3,0,0,12057,2025-10-28 10:19:06.530894
902479,68,-22.848034,-43.396535,2025-10-21 17:12:30-03:00,0.0,ida,68 - BANGU X TERMINAL DEODORO [IDA],,65,0,34660.1,0,0,12778,2025-10-28 10:19:06.530894
902459,68,-22.852919,-43.384092,2025-10-28 10:18:04-03:00,8.0,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],,297,1,37173.7,0,0,12779,2025-10-28 10:19:06.530894
902356,80,-22.839842,-43.240073,2025-10-28 08:41:13-03:00,0.0,ida,80 - PENHA X TIG (PARADOR) [IDA],, ,0,188888.2,0,0,8935,2025-10-28 10:19:06.530894
902345,71,-22.820943,-43.324528,2025-10-28 10:15:19-03:00,0.0,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],,324,0,69737.8,0,0,12057,2025-10-28 10:19:06.530894
902480,68,-22.874905,-43.462559,2025-10-28 10:18:56-03:00,0.0,ida,68 - BANGU X TERMINAL DEODORO [IDA],,178,1,49107.5,0,0,12778,2025-10-28 10:19:06.530894
902470,67,-22.852809,-43.392171,2025-10-28 10:18:35-03:00,42.6,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],,80,1,63284.9,0,0,12571,2025-10-28 10:19:06.530894
902465,68,-22.848571,-43.396309,2025-10-20 17:32:54-03:00,0.0,ida,68 - BANGU X TERMINAL DEODORO [IDA],,117,0,27436.4,0,0,,2025-10-28 10:19:06.530894
902458,67,-22.884646,-43.235617,2025-10-28 10:18:35-03:00,44.2,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],,320,1,41324.7,0,0,12571,2025-10-28 10:19:06.530894
902460,68,-22.853248,-43.391232,2025-10-28 10:15:34-03:00,0.0,ida,68 - BANGU X TERMINAL DEODORO [IDA],,309,1,39298.8,0,0,12778,2025-10-28 10:19:06.530894
902476,68,-22.874631,-43.462555,2025-10-28 10:18:35-03:00,5.3,ida,68 - BANGU X TERMINAL DEODORO [IDA],,208,1,47686.6,0,0,12778,2025-10-28 10:19:06.530894
902461,0,-22.875029,-43.462553,2025-10-28 10:18:56-03:00,0.0,,,,165,1,42792.0,0,0,,2025-10-28 10:19:06.530894
902469,67,-22.919394,-43.643345,2025-10-28 10:18:57-03:00,0.0,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],,7,1,72793.5,0,0,12571,2025-10-28 10:19:06.530894
902473,67,-22.859693,-43.457572,2025-10-28 10:18:35-03:00,15.1,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],,282,1,64239.3,0,0,12572,2025-10-28 10:19:06.530894
902482,67,-22.919742,-43.643277,2025-10-28 10:02:26-03:00,0.0,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],,69,0,53318.0,0,0,12571,2025-10-28 10:19:06.530894
902310,60,-22.850157,-43.397992,2025-10-28 10:16:41-03:00,0.0,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],,85,0,26577.7,0,0,9306,2025-10-28 10:19:06.530894
902486,67,-22.901569,-43.554392,2025-10-28 10:18:46-03:00,5.1,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],SRQ1E04,251,1,57876.1,0,0,12571,2025-10-28 10:19:06.530894
902176,10,-22.964578,-43.391672,2025-10-28 10:03:33-03:00,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],,71,0,208977.0,0,0,106,2025-10-28 10:19:06.530894
902180,13,-22.964443,-43.391749,2025-10-28 09:59:55-03:00,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],,66,0,209085.0,0,0,112,2025-10-28 10:19:06.530894
902160,18,-23.006785,-43.312465,2025-10-28 09:49:00-03:00,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],,103,0,40009.7,0,0,3627,2025-10-28 10:19:06.530894
902174,25,-22.933803,-43.664067,2025-10-28 10:18:58-03:00,37.5,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],,81,1,29929.6,0,0,8968,2025-10-28 10:19:06.530894
902173,12,-23.000866,-43.367244,2025-10-28 09:54:13-03:00,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],,131,0,227993.6,0,0,121,2025-10-28 10:19:06.530894
902170,0,-22.918925,-43.6435,2025-10-26 04:32:35-03:00,0.0,,,, ,0,53409.4,0,0,,2025-10-28 10:19:06.530894
902130,15,-22.964476,-43.391787,2025-10-28 10:05:29-03:00,0.0,ida,15 - CURRAL FALSO X ALVORADA [IDA],,345,0,197197.2,0,0,9304,2025-10-28 10:19:06.530894
902158,25,-22.964424,-43.391922,2025-10-28 09:43:01-03:00,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],,348,0,217403.4,0,0,8968,2025-10-28 10:19:06.530894
902166,15,-23.000982,-43.364715,2025-10-28 10:18:55-03:00,23.7,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],,284,1,36550.1,0,0,9305,2025-10-28 10:19:06.530894
902163,10,-23.000725,-43.365903,2025-10-28 10:18:35-03:00,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],,48,1,25199.2,0,0,107,2025-10-28 10:19:06.530894
902168,22,-23.020779,-43.499662,2025-10-28 10:18:50-03:00,41.2,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],SRM2J21,101,1,24997.4,0,0,8970,2025-10-28 10:19:06.530894
902140,10,-22.917469,-43.683416,2025-10-28 10:18:54-03:00,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],,342,1,41164.4,0,0,106,2025-10-28 10:19:06.530894
902159,22,-23.001754,-43.327576,2025-10-28 10:18:42-03:00,47.6,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],,295,1,228987.3,0,0,8971,2025-10-28 10:19:06.530894
902484,67,-22.850559,-43.384642,2025-10-28 10:18:52-03:00,0.0,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],,89,1,49910.5,0,0,12571,2025-10-28 10:19:06.530894
902468,67,-22.901669,-43.5548,2025-10-28 10:18:41-03:00,0.0,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],,321,1,59106.8,0,0,12571,2025-10-28 10:19:06.530894
902475,68,-22.868213,-43.427482,2025-10-28 10:18:29-03:00,36.8,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],,262,1,48147.6,0,0,12779,2025-10-28 10:19:06.530894
902466,67,-22.919306,-43.643403,2025-10-28 09:50:28-03:00,0.0,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],,78,0,69215.4,0,0,12571,2025-10-28 10:19:06.530894
902464,68,-22.860968,-43.399202,2025-10-28 10:18:37-03:00,41.6,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],,242,1,41541.7,0,0,12779,2025-10-28 10:19:06.530894
902462,68,-22.86995,-43.436766,2025-10-28 10:18:52-03:00,33.7,ida,68 - BANGU X TERMINAL DEODORO [IDA],,92,1,47432.5,0,0,12778,2025-10-28 10:19:06.530894
902157,13,-22.918793,-43.643689,2025-10-28 10:09:21-03:00,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],,230,0,69200.5,0,0,112,2025-10-28 10:19:06.530894
902478,68,-22.853664,-43.383598,2025-10-28 10:04:44-03:00,0.0,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],,172,0,44324.9,0,0,12779,2025-10-28 10:19:06.530894
902463,68,-22.872648,-43.459128,2025-10-28 10:18:50-03:00,37.3,ida,68 - BANGU X TERMINAL DEODORO [IDA],,52,1,46053.5,0,0,12778,2025-10-28 10:19:06.530894
902481,67,-22.901731,-43.554314,2025-10-28 10:18:51-03:00,0.0,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],,81,1,47163.9,0,0,12571,2025-10-28 10:19:06.530894
902472,67,-22.860111,-43.456969,2025-10-28 10:18:40-03:00,37.6,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],,98,1,64738.4,0,0,12571,2025-10-28 10:19:06.530894
902471,67,-22.901832,-43.554971,2025-10-28 10:18:51-03:00,14.2,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],,64,1,62271.4,0,0,12571,2025-10-28 10:19:06.530894
902474,67,-22.853492,-43.384198,2025-10-28 10:18:57-03:00,0.0,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],,289,1,65716.8,0,0,12572,2025-10-28 10:19:06.530894
902241,22,-23.000839,-43.367512,2025-10-28 10:02:21-03:00,0.0,ida,22 - ALVORADA X JARDIM OCEÂNICO (PARADOR) [IDA],,126,0,46022.2,0,0,8970,2025-10-28 10:19:06.530894
902467,67,-22.919684,-43.643198,2025-10-28 10:14:48-03:00,0.0,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],,78,0,57684.1,0,0,12571,2025-10-28 10:19:06.530894
902121,13,-23.000736,-43.36601,2025-10-28 10:16:38-03:00,0.0,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],SQX3F57,41,0,45169.5,0,0,113,2025-10-28 10:19:06.530894
902195,13,-23.00002,-43.408181,2025-10-28 10:18:40-03:00,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],,94,1,60299.0,0,0,112,2025-10-28 10:19:06.530894
902194,12,-23.020751,-43.491733,2025-10-28 10:18:54-03:00,48.9,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],,80,1,39241.6,0,0,121,2025-10-28 10:19:06.530894
902199,29,-23.000727,-43.365924,2025-10-28 10:18:52-03:00,0.0,volta,29 - ALVORADA X S. ALLENDE (PARADOR) [VOLTA],,45,1,61182.2,0,0,11907,2025-10-28 10:19:06.530894
